x1,y
0.7666522083804309,0.299185334200637
0.34283460907444996,0.963036582445388
0.838513982578791,0.7030333627237738
0.9572962428753892,0.998457038352386
0.5367952389726429,0.106978481557374
0.98066578864911,0.071472336871478
0.4793148947467221,0.27278333357812
0.6612237493258101,0.77915885743758
0.32913108062152696,0.5696199676438101
0.7101578515504609,0.630130863933056
0.6833662084754941,0.630431380865188
0.942435225578189,0.9063220403064258
0.15842506355247302,0.395672616102464
0.284432013843295,0.9332190591003678
0.999883609975809,0.404203278422687
0.439976716449553,0.023103947641813
0.26114605666871304,0.8522359167319059
0.425409351274102,0.3451202512834389
0.967038848772763,0.5086278175550479
0.259453397119126,0.371485248436691
0.706829796041703,0.048436095476396
0.32514294579709196,0.350928536340926
0.785731340785646,0.7465391633013579
0.30874291715033597,0.46844524079828
0.404766992094577,0.759260621869751
0.16454526195849,0.964709892568145
0.335950536483076,0.414313668991089
0.254619551437084,0.509004374636761
0.21304752607283609,0.028018016095779
0.669041736839041,0.5462719172840229
0.8677596215122092,0.7736230859962622
0.744819964822935,0.171916189749871
0.106991603086909,0.03570467091914
0.9706818093985601,0.327222984280705
0.9489321789085479,0.502985066232614
0.790082414146136,0.753789158005393
0.61399952249805,0.975559230273994
0.296238812506721,0.197102102462016
0.5012727602646989,0.49239221631558
0.45069015720623096,0.8074199055254921
0.971851178801356,0.921086709150876
0.25082990134985195,0.550360998140834
0.007653032217481,0.594301100112579
0.222050527326733,0.710119339205578
0.7174863949838249,0.925832680502326
0.7165870764194859,0.244979380946598
0.2217943189719,0.194262217629386
0.7638410018031541,0.8378124903699771
0.663297581490857,0.8431894977408659
0.635911018664812,0.973494804054315
0.9628279911545259,0.7144725730389448
0.86725334293125,0.270693652051167
0.467965770625049,0.6045152883317929
0.1988384001340089,0.5972283245554301
0.826665065607184,0.413531643723544
0.804867102651884,0.20621786856400304
0.258871422653136,0.943847321975934
0.204054380236024,0.24448720331858
0.896206011928077,0.095682296083499
0.457683800475356,0.505210152696024
0.013111120500157001,0.807490809259788
0.613081360729717,0.22352591721582304
0.7824221825253159,0.5928178548640319
0.863853088073342,0.046873615845126
0.654151556757287,0.9367644883990408
0.5671751954818609,0.051046730512940994
0.57834003335333,0.132536447070394
0.083621874925171,0.818477789568161
0.071151847926008,0.3621841081069621
0.38646026337704703,0.14702098654069198
0.5579595595477099,0.955524013487444
0.525038048781547,0.915508286618824
0.5179857360872689,0.7973652908735099
0.320834399255326,0.99661261231478
0.702137897062121,0.795547205731259
0.12493963867257099,0.8780592811040799
0.098994586258437,0.170926683520999
0.072175352030938,0.8299847662534241
0.38346959647923,0.08533734578218201
0.029761046772587996,0.039249754671814
0.298502657670292,0.784675050685504
0.35737945939415405,0.120771069506203
0.7921946765614679,0.001646762784408
0.670687323508594,0.811445085216488
0.761125847799518,0.8363533000462371
0.031764334909468,0.453992790627349
0.9351658966583499,0.7127587362155708
0.377687866355557,0.08606491756493598
0.7799051117174649,0.29523252125737603
0.5423664878801591,0.564202790807796
0.289906154370502,0.441732382563206
0.9269607923768741,0.172758810672666
0.199295852448175,0.3688300183317871
0.7306651279000591,0.5946380836868921
0.4457876189504629,0.208663483643524
0.666319133985323,0.953730727452688
0.690044492347025,0.049033426503911
0.254263663058433,0.8781617201005391
0.31436364840145303,0.365242869370858
0.11305027934607399,0.17899376490969
0.602983543544732,0.475913452114798
0.147059793541521,0.790775546312873
0.740884765478036,0.284893330761493
0.168779635533784,0.07833628755910699
0.858776409819811,0.107505348898295
0.287435791553014,0.4784850452771379
0.599030016221356,0.8217662810994449
0.345870226437961,0.715780750045225
0.580643021877389,0.9338411998248032
0.7939998618464521,0.508297459295569
0.700884844671855,0.401879774347267
0.6498888086478629,0.7623163793884291
0.4270978140689461,0.223513840587927
0.618410225945879,0.7441344855803521
0.10419690424967801,0.859678718749837
0.012670507883767002,0.612687174139092
0.8317310923768348,0.541053622172491
0.854812772193664,0.99844058662326
0.6489407978846561,0.383298663746198
0.420512596458755,0.022016115196737004
0.607065070730144,0.02339973520835
0.535423937053582,0.26026872096610004
0.805223308947109,0.181814616535597
0.132028930050136,0.6880473212434439
0.619516050158848,0.153746719853756
0.931789652357479,0.550624081794159
0.164560137413077,0.73775584172971
0.630196491279082,0.454786887087948
0.492493503762743,0.521047831758645
0.6312519568683741,0.705847343470972
0.15655538294029,0.7581680929866039
0.20312480586896609,0.063324011209526
0.5446678772782579,0.30345647644747303
0.908154293112865,0.639819024166152
0.8230153331808341,0.1875043567183
0.298079880046651,0.62561356058006
